rank,°¡¼ö,ÀÛ°î,ÀÛ»ç,Æí°î
7,726,344,1344,344
8,1262,1835,1835,733
9,1479,1684,1684,1684
10,1257,2061,1257,1257
11,80,238,238,508
12,1525,907,1733,907
13,1604,1227,1227,1227
14,1510,589,589,589
15,1662,858,1523,858
16,1215,733,733,733
17,2192,733,733,733
18,1435,101,1346,101
19,1603,2206,2206,2206
20,449,733,733,733
21,993,1936,1936,1936
22,1257,1257,1257,1106
23,2112,2004,2004,2004
24,1257,1257,1257,1257
25,1491,1172,900,837
26,80,154,238,154
27,1802,2167,1391,2167
28,1479,1591,1591,1591
29,1925,941,941,733
30,1299,2167,1391,2167
31,1262,1835,1835,1835
32,449,733,733,733
33,1964,837,1998,837
34,1010,1782,1782,1782
35,928,1608,928,1608
36,939,2165,2161,2165
37,2103,1591,1591,1591
38,1262,1835,1835,1835
39,1361,101,1344,632
40,1250,1684,1684,1684
41,928,2061,928,2061
42,1546,733,733,733
43,726,379,379,379
44,80,639,238,639
45,80,238,238,2174
46,1479,1684,1684,1684
47,1002,1389,1394,1389
48,1952,837,2161,1714
49,1250,1684,1684,1684
50,1257,1257,1257,1257
1,1479,1684,1684,1684
2,17,639,639,639
3,2098,1936,1497,733
4,1262,1835,1835,1835
5,1662,594,1056,594
6,1262,1835,1835,1835
7,2178,959,959,1389
8,1786,2165,2161,733
9,726,344,1344,344
10,1262,1835,1835,1835
11,1662,594,1662,594
12,928,1608,928,1608
13,80,238,238,508
14,1662,858,1523,858
15,1257,2061,1257,1257
16,1262,1835,1835,1835
17,1662,858,1469,594
18,1994,1756,1756,1756
19,1604,1227,1227,1227
20,1525,907,1733,907
21,2112,2004,2004,2004
22,1952,837,2161,1714
23,582,168,1626,663
24,1510,589,589,589
25,1262,1835,1835,733
26,1435,101,1346,101
27,2192,733,733,733
28,1603,2206,2206,2206
29,1491,1172,900,837
30,1257,1257,1257,1257
31,449,733,733,733
32,993,1936,1936,1936
33,80,154,238,154
34,939,2165,2161,2165
35,1802,2167,1391,2167
36,1662,594,858,594
37,2098,733,754,733
38,1215,733,733,733
39,1662,594,1927,594
40,1662,594,594,594
41,1479,1591,1591,1591
42,1262,1835,1835,1835
43,1662,594,2071,594
44,1257,1257,1257,1106
45,2098,733,733,733
46,449,733,733,733
47,1662,594,858,733
48,66,2213,2213,2213
49,1262,1835,1835,1835
50,2103,1591,1591,1591
1,17,639,639,639
2,2098,1936,1497,733
3,1479,1684,1684,1684
4,1761,907,2161,907
5,1262,1835,1835,1835
6,1994,1756,1756,1756
7,1604,535,535,733
8,1952,837,2161,1714
9,1786,2165,2161,733
10,1262,1835,1835,1835
11,2178,959,959,1389
12,1662,594,1056,594
13,726,344,1344,344
14,80,238,238,508
15,1832,2165,2161,2165
16,1257,2061,1257,1257
17,1262,1835,1835,1835
18,1372,2214,176,733
19,1525,907,1733,907
20,1604,1227,1227,1227
21,66,2213,2213,2213
22,928,1608,928,1608
23,1814,2199,963,2199
24,1262,1835,1835,1835
25,582,168,1626,663
26,1510,589,589,589
27,2112,2004,2004,2004
28,1662,858,1523,858
29,1662,594,1662,594
30,1435,101,1346,101
31,2098,733,733,733
32,1603,2206,2206,2206
33,939,2165,2161,2165
34,1491,1172,900,837
35,2192,733,733,733
36,993,1936,1936,1936
37,449,733,733,733
38,1662,858,1469,594
39,2098,733,754,733
40,1257,1257,1257,1257
41,1802,2167,1391,2167
42,1262,1835,1835,1835
43,1262,1835,1835,733
44,1039,733,1572,733
45,1839,1227,1227,1227
46,1215,733,733,733
47,449,733,733,733
48,1479,1591,1591,1591
49,1472,1472,1472,1616
50,815,875,815,931
1,1472,1472,1472,1616
2,1472,1637,1637,1616
3,1472,1472,1472,1616
4,17,639,639,639
5,2098,1936,1497,733
6,1472,1472,1472,1616
7,1479,1684,1684,1684
8,1288,854,900,733
10,1761,907,2161,907
11,1299,1593,1436,1436
12,1472,1472,1472,1616
13,1262,1835,1835,1835
14,1404,27,27,27
15,1786,2165,2161,733
16,1952,837,2161,1714
17,1604,535,535,733
18,2178,959,959,1389
19,726,344,1344,344
20,1994,1756,1756,1756
21,1832,2165,2161,2165
22,1262,1835,1835,1835
23,80,238,238,508
24,1525,907,1733,907
25,815,875,815,931
26,1257,2061,1257,1257
27,1814,2199,963,2199
28,1662,594,1056,594
29,1288,733,135,733
30,1604,1227,1227,1227
31,1510,589,589,589
32,582,168,1626,663
33,939,2165,2161,2165
34,66,2213,2213,2213
35,928,1608,928,1608
36,1262,1835,1835,1835
37,1603,2206,2206,2206
38,993,1936,1936,1936
39,2112,2004,2004,2004
40,449,733,733,733
41,1372,2214,176,733
42,1551,919,919,919
43,2098,733,733,733
44,1435,101,1346,101
45,1262,1835,1835,1835
46,2192,733,733,733
47,1257,1257,1257,1257
48,1581,868,868,733
49,449,733,733,733
50,75,1102,1102,1102
1,1472,1472,1472,1616
2,1278,1277,1277,937
3,17,639,639,639
4,1472,1637,1637,1616
5,2098,1936,1497,733
6,1479,1684,1684,1684
7,1761,907,2161,907
8,1472,1472,1472,1616
9,1590,1999,1999,1999
10,1299,262,22,262
11,851,836,851,931
12,1278,46,1939,46
13,1288,854,900,733
14,1472,1472,1472,1616
15,780,1389,1389,1389
17,1491,733,733,733
18,1786,2165,2161,733
19,1952,837,2161,1714
20,1472,1472,1472,1616
21,1262,1835,1835,1835
22,1299,1593,1436,1436
23,1278,733,1277,683
24,1404,27,27,27
25,726,344,1344,344
26,2178,959,959,1389
27,1278,635,2205,635
28,1841,733,921,733
29,1262,1835,1835,1835
30,1299,2001,2001,2001
31,1525,907,1733,907
32,1832,2165,2161,2165
33,1278,635,1797,635
34,3,1135,1135,1135
35,80,238,238,508
36,1994,1756,1756,1756
37,884,2158,2158,1033
38,1278,372,477,372
39,1278,683,2105,733
40,1257,2061,1257,1257
41,815,875,815,931
42,939,2165,2161,2165
43,1581,868,868,733
44,1604,535,535,733
45,790,1765,1765,790
46,449,733,733,733
47,1510,589,589,589
48,1603,2206,2206,2206
49,582,168,1626,663
1,1472,1472,1472,1616
2,1278,1277,1277,937
3,1472,1637,1637,1616
4,1472,1472,1472,1616
5,1479,1684,1684,1684
6,17,639,639,639
7,1491,733,733,733
8,1299,262,22,262
9,1002,1442,1940,733
10,1761,907,2161,907
11,2103,1591,1591,1591
12,2098,1936,1497,733
13,1952,837,2161,1714
14,1257,1257,1257,1257
15,1472,1472,1472,1616
17,1262,1835,1835,1835
18,1786,2165,2161,733
19,1069,1684,1684,1684
20,1288,854,900,733
21,1299,1593,1436,1436
22,1472,1472,1472,1616
23,582,664,379,664
24,738,733,733,733
25,1590,1999,1999,1999
26,851,836,851,931
27,1441,1441,1157,388
28,1372,1756,1756,1220
29,1841,1841,1841,1841
30,1278,733,1277,683
31,1257,2061,1257,1257
32,1262,1835,1835,1835
33,1278,46,1939,46
34,726,344,1344,344
35,1404,27,27,27
36,1358,1546,1546,1358
37,2178,959,959,1389
38,80,238,238,508
39,1299,2001,2001,2001
40,1841,733,921,733
41,1909,1591,1591,1273
42,449,733,733,733
43,815,875,815,931
44,1660,2134,2134,733
45,1693,1684,1684,733
46,821,744,744,821
47,449,733,733,733
48,736,1153,1153,733
49,2118,2118,2118,2118
50,790,1756,1756,790
1,1472,1472,1472,1616
2,1278,1277,1277,937
3,3,3,3,3
4,1472,1637,1637,1616
5,1472,1472,1472,1616
6,1662,1214,1214,594
7,1479,1684,1684,1684
8,1299,262,22,262
9,1761,907,2161,907
10,17,639,639,639
11,1491,733,733,733
12,1271,1239,1239,1542
13,1002,1442,1940,733
14,1952,837,2161,1714
15,1069,1684,1684,1684
16,2098,1936,1497,733
17,1786,2165,2161,733
18,2103,1591,1591,1591
19,1262,1835,1835,1835
20,1472,1472,1472,1616
21,1299,1593,1436,1436
23,1472,1472,1472,1616
24,1288,854,900,733
25,1913,459,379,379
26,582,664,379,664
27,851,836,851,931
28,1441,1441,1157,388
29,1257,2061,1257,1257
30,1257,1257,1257,1257
31,1262,1835,1835,1835
32,2178,959,959,1389
33,1278,733,1277,683
34,1590,1999,1999,1999
35,1404,27,27,27
36,80,238,238,508
37,78,1607,1974,733
38,884,1756,1756,1033
39,449,733,733,733
40,1841,757,1841,733
41,1909,1591,1591,1273
42,726,344,1344,344
43,2059,2068,815,2068
45,449,733,733,733
46,1529,882,882,882
47,1020,1078,1019,1840
48,1278,46,1939,46
49,1378,2005,2005,1573
1,1472,1472,1472,1616
2,2034,2167,1391,2167
3,3,3,3,3
4,1278,1277,1277,937
5,1337,367,367,733
6,2178,733,733,733
7,1472,1472,1472,1616
8,1479,1684,1684,1684
9,1472,1637,1637,1616
10,1299,262,22,262
11,1761,907,2161,907
12,17,639,639,639
13,1372,940,940,1500
14,1662,1214,1214,594
15,1491,733,733,733
16,1952,837,2161,1714
17,1069,1684,1684,1684
18,1002,1442,1940,733
19,1662,2155,2155,858
20,1913,459,379,379
21,2098,1936,1497,733
22,1786,2165,2161,733
23,1262,1835,1835,1835
24,2103,1591,1591,1591
25,1271,1239,1239,1542
26,646,733,733,733
27,1841,757,1841,733
28,1299,1593,1436,1436
30,1257,2061,1257,1257
31,1441,1441,1157,388
32,1288,854,900,733
33,1640,1640,864,1484
34,2034,2167,1391,2167
36,1473,719,1710,719
37,2178,959,959,1389
38,582,664,379,664
39,1278,733,1277,683
40,1472,1472,1472,1616
41,1472,1472,1472,1616
42,742,733,733,733
43,851,836,851,931
44,1262,1835,1835,1835
45,449,733,733,733
46,2106,733,733,733
47,1506,1575,1575,1575
48,1257,1257,1257,1257
49,1271,1658,1651,1542
50,2034,881,1391,2167
1,1336,950,1902,842
2,2178,733,733,733
3,2034,2167,1391,2167
4,1472,1472,1472,1616
5,1278,1277,1277,937
6,1472,1472,1472,1616
7,1299,262,22,262
8,3,3,3,3
9,1272,1867,1867,1573
10,1472,1637,1637,1616
11,1479,1684,1684,1684
13,1761,907,2161,907
14,1337,367,367,733
15,17,639,639,639
16,1952,837,2161,1714
17,1491,733,733,733
18,1662,1214,1214,594
19,1002,1442,1940,733
20,1069,1684,1684,1684
21,1068,2022,2022,2145
22,1262,1835,1835,1835
23,646,733,733,733
24,1786,2165,2161,733
25,2098,1936,1497,733
26,1372,940,940,1500
27,1913,459,379,379
28,1841,757,1841,733
29,1506,1575,1575,1575
30,1299,1593,1436,1436
31,1473,719,1710,719
32,1257,2061,1257,1257
33,1662,2155,2155,858
35,2103,1591,1591,1591
36,1271,1239,1239,1542
37,75,1684,1238,1684
38,1441,1441,1157,388
39,1964,868,868,825
40,2178,959,959,1389
41,1262,1835,1835,1835
42,449,733,733,733
43,742,733,733,733
45,1957,761,761,1668
46,764,1442,1733,733
47,884,2129,1217,1033
48,1288,854,900,733
49,805,346,1939,346
50,1660,1673,1673,1673
2,1336,950,1902,842
3,1887,1955,1955,1282
4,1472,1472,1472,1616
5,2178,733,733,733
6,1527,733,733,733
7,2034,2167,1391,2167
8,2080,379,911,379
9,2098,733,1436,733
10,1272,1867,1867,1573
11,1472,1472,1472,1616
12,1278,1277,1277,937
13,1068,2022,2022,2145
14,1299,262,22,262
15,1250,1625,1625,733
16,1472,1637,1637,1616
17,1479,1684,1684,1684
18,1441,1575,895,1575
19,1527,733,733,733
20,3,3,3,3
21,1761,907,2161,907
22,17,639,639,639
23,1028,1415,1415,1415
24,655,1227,1227,962
25,1952,837,2161,1714
26,1964,868,868,825
27,1491,733,733,733
28,1337,367,367,733
29,1422,195,195,195
30,1662,1214,1214,594
31,1002,1442,1940,733
32,838,838,838,838
33,1506,1575,1575,1575
34,1262,1835,1835,1835
35,646,733,733,733
36,75,1684,1238,1684
37,1069,1684,1684,1684
38,676,1139,1139,1139
39,1287,1640,2154,1640
40,1786,2165,2161,733
42,2113,733,733,733
43,973,733,733,733
44,1299,1593,1436,1436
45,2192,1026,1906,1026
46,2098,1936,1497,733
47,1075,835,1024,733
48,1841,757,1841,733
49,2128,369,900,369
50,1913,459,379,379
1,1336,950,1902,842
2,1248,1410,1227,1988
4,1887,1955,1955,1282
5,1527,733,733,733
6,1662,1645,1731,594
7,2080,379,911,379
8,2098,733,1436,733
9,1472,1472,1472,1616
10,238,238,238,508
11,1565,1676,1676,1676
12,2178,733,733,733
13,2034,2167,1391,2167
14,1431,754,754,733
15,1250,1625,1625,733
16,238,639,238,639
17,215,837,2161,1714
18,238,238,238,2174
19,1287,1640,2154,1640
20,1472,1472,1472,1616
21,838,838,838,838
22,238,238,238,111
23,238,238,238,111
24,1527,733,733,733
25,1472,1637,1637,1616
26,1278,1277,1277,937
27,1299,262,22,262
28,1739,761,1269,388
29,1479,1684,1684,1684
30,1248,1546,1546,1546
31,1272,1867,1867,1573
32,1028,1415,1415,1415
33,2192,1026,1906,1026
34,17,639,639,639
35,1441,1575,895,1575
36,1849,1575,1575,1575
37,1761,907,2161,907
38,1248,862,899,862
39,1068,2022,2022,2145
40,1952,837,2161,1714
41,2178,1410,1410,1410
42,3,3,3,3
43,1491,733,733,733
44,646,733,733,733
45,655,1227,1227,962
46,1262,1835,1835,1835
48,1662,1214,1214,594
49,1248,1585,1585,1585
50,1506,1575,1575,1575
1,971,971,971,733
2,238,238,238,508
3,238,639,238,639
4,971,971,971,733
5,971,971,971,733
6,655,1867,1609,733
7,1336,950,1902,842
8,971,971,971,733
9,1431,754,754,733
10,971,971,971,733
12,1565,1676,1676,1676
13,238,238,238,2174
14,971,971,971,733
15,238,238,238,111
16,971,971,971,733
17,238,238,238,111
18,971,733,971,733
19,971,971,971,733
20,971,971,971,733
21,1472,1472,1472,1616
22,2098,733,1436,733
23,1887,1955,1955,1282
24,1248,1410,1227,1988
25,1527,733,733,733
26,2080,379,911,379
27,2034,2167,1391,2167
28,1662,1645,1731,594
29,1287,1640,2154,1640
30,2178,733,733,733
31,2178,1410,1410,1410
32,1472,1472,1472,1616
33,1250,1625,1625,733
34,838,838,838,838
35,215,837,2161,1714
36,1107,1107,1107,803
37,1472,1637,1637,1616
38,1278,1277,1277,937
39,1479,1684,1684,1684
40,1260,1060,1155,1106
41,1299,262,22,262
42,655,1227,1227,962
43,1761,907,2161,907
44,1028,1415,1415,1415
45,1662,27,27,27
46,1227,733,2204,733
47,1272,1867,1867,1573
48,1527,733,733,733
49,17,639,639,639
50,1952,837,2161,1714
1,971,971,971,733
2,238,238,238,508
3,971,971,971,733
4,1565,1676,1676,1676
5,238,639,238,639
6,1336,950,1902,842
7,971,971,971,733
8,1431,754,754,733
9,971,971,971,733
10,1472,1472,1472,1616
11,971,971,971,733
13,2098,733,1436,733
14,971,971,971,733
15,711,1246,1246,1246
16,971,971,971,733
17,655,1867,1609,733
18,2039,2221,1940,510
19,1036,1626,1626,1626
20,1887,1955,1955,1282
21,238,238,238,2174
22,2228,837,2228,837
23,971,733,971,733
24,971,971,971,733
25,2034,2167,1391,2167
26,1472,1472,1472,1616
27,238,238,238,111
28,1248,1410,1227,1988
29,829,1686,1387,1202
30,1527,733,733,733
31,1662,1645,1731,594
32,2080,379,911,379
33,1107,1107,1107,803
34,971,971,971,733
35,238,238,238,111
36,1287,1640,2154,1640
37,215,837,2161,1714
38,2178,733,733,733
39,1731,2206,2206,2206
40,1250,1625,1625,733
41,1472,1637,1637,1616
42,1479,1684,1684,1684
43,2178,1410,1410,1410
44,838,838,838,838
45,1299,262,22,262
46,1053,508,2069,508
47,17,639,639,639
48,1278,1277,1277,937
50,1761,907,2161,907
1,971,971,971,733
2,238,238,238,508
3,1731,2206,2206,2206
4,655,1670,749,962
5,1565,1676,1676,1676
6,238,639,238,639
7,1336,950,1902,842
8,1472,1472,1472,1616
9,2228,837,2228,837
10,738,1699,900,1699
11,711,1246,1246,1246
12,1431,754,754,733
13,2039,2221,1940,510
15,2098,733,1436,733
16,971,971,971,733
17,939,733,1684,733
18,971,971,971,733
19,655,1867,1609,733
20,829,1686,1387,1202
21,1472,1472,1472,1616
22,1731,1674,1674,733
23,1662,935,935,594
24,1036,1626,1626,1626
25,971,971,971,733
26,5,1466,899,1466
27,1887,1955,1955,1282
28,238,238,238,2174
29,971,971,971,733
30,2034,2167,1391,2167
31,1287,1640,2154,1640
32,738,1876,900,1876
33,215,837,2161,1714
34,1248,1410,1227,1988
35,238,238,238,111
36,1527,733,733,733
37,1662,1645,1731,594
38,1472,1637,1637,1616
39,971,971,971,733
40,2178,733,733,733
41,1107,1107,1107,803
42,2080,379,911,379
43,198,395,395,1436
44,971,971,971,733
45,1739,716,716,388
46,884,1632,1632,1033
47,449,733,733,733
48,738,369,900,369
49,1018,1019,1019,733
50,238,238,238,111
1,1547,2069,2069,508
2,738,1699,900,1699
3,3,799,799,799
4,971,971,971,733
5,238,238,238,508
6,5,1466,899,1466
8,3,799,799,799
9,238,639,238,639
10,2039,837,900,837
11,1565,1676,1676,1676
12,1731,2206,2206,2206
13,3,799,799,799
14,1336,950,1902,842
15,3,799,799,799
16,939,733,1684,733
17,3,799,799,799
19,1472,1472,1472,1616
20,790,1591,1591,790
21,3,799,799,799
22,711,1246,1246,1246
23,3,799,799,799
24,1431,754,754,733
25,3,799,799,799
26,738,1876,900,1876
27,3,799,799,799
28,3,799,799,799
29,2098,733,1436,733
30,655,1670,749,962
31,2228,837,2228,837
32,1036,1626,1626,1626
33,2039,2221,1940,510
34,971,971,971,733
35,37,733,733,733
36,1472,1472,1472,1616
37,1731,1674,1674,733
38,738,369,900,369
39,3,799,799,799
40,1660,1652,1652,733
41,971,971,971,733
42,1287,1640,2154,1640
43,655,1867,1609,733
44,1802,733,733,733
45,238,238,238,2174
46,829,1686,1387,1202
47,738,1660,1660,528
48,449,733,733,733
49,884,1941,1940,1033
50,736,1153,991,1045
1,1082,1686,1387,733
2,1547,2069,2069,508
3,2039,837,900,837
4,1757,1674,1674,1757
5,732,1227,1227,1227
6,1545,837,749,1789
7,738,1699,900,1699
8,1623,2020,2020,733
9,3,799,799,799
10,971,971,971,733
11,238,238,238,508
12,1547,2069,2069,154
14,1278,704,1871,623
15,238,639,238,639
16,1565,1676,1676,1676
17,5,1466,899,1466
18,1336,950,1902,842
19,1291,1973,1973,527
20,1731,2206,2206,2206
21,1547,2069,2069,111
22,2197,906,906,733
23,3,799,799,799
24,3,799,799,799
25,3,799,799,799
26,1472,1472,1472,1616
28,711,1246,1246,1246
29,2098,733,1436,733
30,2179,971,971,733
31,3,799,799,799
32,1431,754,754,733
33,1640,1640,864,1484
34,1894,2024,2024,733
35,1547,2069,2069,508
36,1545,1789,1684,994
37,1535,748,748,733
38,1036,1626,1626,1626
39,3,799,799,799
40,1545,1172,900,668
41,1547,2069,2069,159
42,3,799,799,799
43,1912,733,733,733
44,3,799,799,799
45,1731,1674,1674,733
46,3,799,799,799
47,1547,2069,2069,154
48,3,799,799,799
49,1662,639,367,594
50,1547,2069,2069,154
1,1082,1686,1387,733
2,2190,1591,1591,1591
3,2039,837,900,837
4,1547,2069,2069,508
5,1272,1585,1272,1585
6,1547,2069,2069,154
7,1545,837,749,1789
8,1176,733,733,733
9,1082,733,733,733
10,732,1227,1227,1227
11,1948,1756,1756,733
12,738,1699,900,1699
13,1757,1674,1674,1757
14,1527,1945,1945,1945
15,1547,2069,2069,111
16,2120,2120,193,2120
17,971,971,971,733
18,3,799,799,799
19,238,238,238,508
20,1547,2069,2069,508
21,2197,733,733,733
22,1623,2020,2020,733
23,1565,1676,1676,1676
24,1640,1640,864,1484
25,1336,950,1902,842
26,238,639,238,639
27,1547,2069,2069,159
28,1291,1973,1973,527
29,764,979,979,794
30,1731,2206,2206,2206
31,914,803,1940,803
32,1048,733,733,733
33,1472,1472,1472,1616
34,711,1246,1246,1246
35,5,1466,899,1466
36,1052,733,733,733
38,2098,733,1436,733
39,1912,733,733,733
40,1278,704,1871,623
41,1547,2069,2069,154
42,914,803,914,803
43,1547,2069,2069,154
44,1431,754,754,733
45,1547,2069,2069,508
47,1623,733,733,733
48,2179,733,733,733
49,1145,733,733,733
50,75,1684,1684,733
1,1784,111,422,111
2,2120,2120,2016,2120
3,2039,837,900,837
4,993,733,733,733
5,1545,837,749,1789
6,1082,1686,1387,733
7,732,1227,1227,1227
8,1527,797,797,797
9,813,733,733,733
10,1272,1585,1272,1585
11,1082,821,2020,733
12,1547,2069,2069,508
13,914,803,914,803
14,2190,1591,1591,1591
15,738,1699,900,1699
16,1082,733,733,733
17,1527,1945,1945,1945
18,1757,1674,1674,1757
19,971,971,971,733
20,2120,2120,193,2120
21,1948,1756,1756,733
22,238,238,238,508
23,1176,733,733,733
24,1547,2069,2069,154
25,490,1684,1684,1684
26,1048,1714,1714,953
27,764,979,979,794
28,1565,1676,1676,1676
29,1547,2069,2069,111
30,2120,2120,762,2120
31,1396,920,919,919
32,1623,329,329,733
33,3,799,799,799
34,1048,1756,1756,733
35,1336,950,1902,842
36,993,733,733,733
37,1640,1640,864,1484
38,1894,916,916,733
39,37,733,733,733
40,1662,955,955,594
41,238,639,238,639
42,1472,1472,1472,1616
43,1372,1190,1190,1190
44,1679,1679,1679,1190
45,2120,2120,1514,2120
46,2197,1637,1637,733
47,914,803,914,803
48,1527,797,797,797
49,1272,1165,1165,1165
50,1291,1973,1973,527
1,1784,111,422,111
2,1894,1452,1452,733
3,993,733,733,733
4,2039,837,900,837
5,2120,2120,2016,2120
6,1545,837,749,1789
7,1183,733,733,733
8,1082,1686,1387,733
9,1373,1591,1591,1591
10,732,1227,1227,1227
11,1048,2002,2002,733
12,813,733,733,733
13,1272,1585,1272,1585
14,1547,2069,2069,508
15,1527,797,797,797
16,1082,733,733,733
17,78,733,733,733
18,2190,1591,1591,1591
19,738,1699,900,1699
20,914,803,914,803
21,1757,1674,1674,1757
22,1082,821,2020,733
23,764,979,979,794
24,1640,1640,864,1484
25,238,238,238,508
26,971,971,971,733
27,490,1684,1684,1684
28,1527,1945,1945,1945
29,1948,1756,1756,733
30,1565,1676,1676,1676
31,2120,2120,193,2120
32,1662,733,1731,733
33,1272,1165,1165,1165
34,1547,2069,2069,154
35,1396,920,919,919
36,1547,2069,2069,111
37,1010,837,837,1338
38,1757,1734,1734,1757
39,3,799,799,799
40,1176,733,733,733
41,1015,1684,1684,822
42,1336,950,1902,842
43,1082,1750,1750,733
44,1472,1472,1472,1616
45,37,733,733,733
46,1291,1973,1973,527
47,2197,1756,1756,733
48,2111,2111,2111,2111
49,1964,733,733,733
50,2098,733,1436,733
1,1082,1640,864,733
2,1728,1546,1546,1546
3,1784,111,422,111
4,1952,673,2161,1714
5,993,733,733,733
6,1784,1227,1227,1067
7,1545,837,749,1789
8,1048,1645,1645,733
9,2120,2120,2016,2120
10,1894,1452,1452,733
11,2039,837,900,837
12,1373,1591,1591,1591
13,813,733,733,733
14,655,761,1269,952
15,1082,1686,1387,733
16,1894,2206,2206,1389
17,1728,1546,1546,1546
18,732,1227,1227,1227
19,1728,1728,1728,1546
20,1082,733,733,733
21,1183,733,733,733
22,1757,2104,2104,2104
23,1547,2069,2069,508
24,1527,797,797,797
25,871,2167,1391,1624
26,1640,1640,864,1484
27,78,733,733,733
28,1272,1585,1272,1585
29,738,1699,900,1699
30,2190,1591,1591,1591
31,764,979,979,794
32,1728,1546,1546,1546
33,238,238,238,508
34,490,1684,1684,1684
35,1010,837,837,1338
36,1757,1674,1674,1757
37,914,803,914,803
38,971,971,971,733
39,1969,1684,1684,739
40,1048,2002,2002,733
41,1082,821,2020,733
42,2120,2120,193,2120
43,1565,1676,1676,1676
44,1435,733,733,733
45,2093,1936,900,1936
46,2171,1642,1642,733
47,1948,1756,1756,733
48,1424,2167,1391,2167
49,1527,1945,1945,1945
50,1396,920,919,919
1,1728,1546,1546,1546
2,30,1774,1774,1774
3,1522,1593,1593,1593
4,1051,814,1906,814
5,1784,1227,1227,1067
6,1082,1082,1082,733
7,1784,111,422,111
8,1728,1728,1728,1546
9,1082,1640,864,733
10,1952,673,2161,1714
11,1728,1546,1546,1546
12,993,733,733,733
13,1545,837,749,1789
14,1373,1591,1591,1591
15,2039,837,900,837
16,2120,2120,2016,2120
17,1082,1686,1387,733
18,813,733,733,733
19,2039,1246,1246,1246
20,1894,1452,1452,733
21,1082,733,733,733
22,1728,1546,1546,1546
23,732,1227,1227,1227
24,655,761,1269,952
25,790,1938,1166,733
26,1010,837,837,1338
27,856,1563,1563,1033
28,1527,797,797,797
29,1547,2069,2069,508
30,738,1699,900,1699
31,238,238,238,508
32,78,733,733,733
33,490,1684,1684,1684
34,1757,2104,2104,2104
35,1048,953,944,733
36,764,979,979,794
37,2190,1591,1591,1591
38,1640,1640,864,1484
39,1048,1645,1645,733
40,1272,1585,1272,1585
41,1372,1814,1814,2214
42,274,1766,1766,1766
43,971,971,971,733
44,1183,733,733,733
45,1565,1676,1676,1676
46,1435,733,733,733
47,999,881,1391,1499
48,2209,2209,2209,144
49,738,835,1235,733
50,49,733,733,733
1,986,733,733,733
2,1728,1546,1546,1546
